店の名前,駅からの距離,店のカテゴリ(キーワード),紹介文,評価,コメント数,ブックマーク数,夜の予算,昼の予算,住所
焼き鳥・日本酒ダイニング SAKi,少路（大阪モノレール）駅 414m,居酒屋、焼き鳥、日本酒バー,,3.23,21,624,"￥3,000～￥3,999",-,大阪府豊中市桜の町6-10-3 T'sビル B1F
喫茶 ねりね,石橋阪大前駅 486m,喫茶店,,3.22,32,2482,-,"￥1,000～￥1,999",大阪府豊中市清風荘2-4-14 白商店 1F
おたふく 服部店,服部天神駅 218m,お好み焼き、たこ焼き,,3.04,7,53,-,～￥999,大阪府豊中市服部西町2-2-1
焼肉仙家,服部天神駅 312m,焼肉、韓国料理、ホルモン,,3.03,3,145,"￥2,000～￥2,999",-,大阪府豊中市服部西町2-8-9
リストランテ・チェレスティーナ,豊中駅 907m,イタリアン,,3.04,10,539,"￥5,000～￥5,999","￥2,000～￥2,999",大阪府豊中市本町6丁目8-9
亀甲堂,岡町駅 55m,和菓子,,3.06,9,149,-,-,大阪府豊中市中桜塚1-2-2
立喰寿司 魚がし日本一 伊丹空港店,大阪空港駅 184m,立ち食い寿司、寿司、おにぎり,,3.21,208,985,"￥1,000～￥1,999",～￥999,大阪府豊中市蛍池西町3-555 大阪国際空港 2F セキュリティチェック後
大分からあげ わん 蛍池店,蛍池駅 422m,からあげ,,3.01,6,32,-,-,大阪府豊中市蛍池西町1-25-12
創作鉄板焼　とん平 本店,豊中駅 252m,お好み焼き、居酒屋、鉄板焼き,,3.07,13,515,"￥2,000～￥2,999",-,大阪府豊中市本町3-4-1
リーブ,園田駅 877m,パン,,3.07,15,193,-,-,大阪府豊中市利倉西2-14-14
スターバックスコーヒー 蛍池ルシオーレ店,蛍池駅 35m,カフェ,,3.08,51,222,～￥999,-,大阪府豊中市螢池中町3-2-1
キムチ屋 鳳仙花,庄内駅 22m,その他,,,5,,-,-,大阪府豊中市庄内東町1-9-18
よつ葉のクローバー,庄内駅 956m,喫茶店,,,3,,-,-,大阪府豊中市庄内栄町4-22-20
CAFE Good Field,柴原阪大前駅 417m,喫茶店,,3.02,2,25,～￥999,～￥999,大阪府豊中市柴原町3-6-45
ピザハット 豊中名神口店,豊中市,ピザ、パスタ,,3,2,11,"￥2,000～￥2,999","￥2,000～￥2,999",大阪府豊中市名神口1-2-11
ワインバー ラボラトワ,豊中駅 133m,ワインバー,,3.05,2,150,"￥4,000～￥4,999",-,大阪府豊中市本町1-11-5
旬菜処岡崎,曽根駅 213m,日本料理、食堂,,3.01,2,125,"￥4,000～￥4,999",-,大阪府豊中市曽根東町3-6-13
日本料理 とみなが,豊中市,日本料理,落ち着いた雰囲気の店内で、鮮魚などを使った時季ならではの味わいをゆっくりと満喫,3.08,18,541,"￥8,000～￥9,999","￥4,000～￥4,999",大阪府豊中市上野東2-2-47 スタイルビル 2F
居酒屋 義経,庄内駅 142m,居酒屋、鍋、焼肉,,,39,,"￥2,000～￥2,999",-,大阪府豊中市庄内東町2-2-20 2F
和saiの国 千里阪急店,千里中央駅 267m,弁当、惣菜・デリ,,3.03,3,18,-,-,大阪府豊中市新千里町1-5-1 千里阪急 B1F
おうちカフェ 樹林,曽根駅 356m,創作料理,,3.21,37,2089,-,"￥1,000～￥1,999",大阪府豊中市曽根東町2-3-14
べるで,蛍池駅 716m,喫茶店,,3.02,4,64,-,-,大阪府豊中市清風荘1-5-25 1F
屋台餃子 まるひげ,庄内駅 279m,餃子、からあげ、居酒屋,,3.04,5,99,-,"￥1,000～￥1,999",大阪府豊中市庄内西町3-19-13
Cavolo,服部天神駅 588m,バル、カフェ、バー,★大人のお店です★喫煙可能店舗(分煙有)※20歳未満の方はご入店頂けません※★,3.04,9,494,"￥2,000～￥2,999",～￥999,大阪府豊中市城山町2-7-2
味福,庄内駅 244m,弁当,,3.04,7,54,-,-,大阪府豊中市庄内西町2-26-10
アンリ・シャルパンティエ 大阪国際空港店,大阪空港駅 107m,洋菓子,,3,13,64,-,-,大阪府豊中市蛍池西町3-555 大阪空港 南ターミナル 2F 搭乗待合エリア
居楽屋ひのき,服部天神駅 331m,居酒屋,,,7,,-,-,大阪府豊中市服部西町2-5-3
スライヴ,庄内駅 153m,居酒屋,,,5,,-,-,大阪府豊中市庄内東町2-3-16
ええとこ豆冨店,庄内駅 52m,その他,,3.02,3,61,-,-,大阪府豊中市庄内東町1-7-33
鉄板居酒屋 とりちゃん,岡町駅 484m,居酒屋,,,1,12,-,-,大阪府豊中市中桜塚2-31-35 プレアール中桜塚 101
ラー麺 ずんどう屋 豊中服部店,服部天神駅 787m,ラーメン,,3.05,53,235,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市服部寿町3-15-3
恋人,豊中市,喫茶店,,,2,,-,-,大阪府豊中市庄本町1-9-5
火木堂,服部天神駅 621m,たこ焼き,,3.05,4,31,-,-,大阪府豊中市城山町2-6-7
りくろーおじさんの店 大阪伊丹空港店,大阪空港駅 158m,カフェ、ケーキ,,3.36,281,1769,～￥999,～￥999,大阪府豊中市蛍池西町3-555 大阪国際空港 北ターミナル 2F 保安検査場内
らふぉれ,柴原阪大前駅 547m,学生食堂、食堂、カレー,,3.05,9,93,-,～￥999,大阪府豊中市待兼山町1-19 大阪大学内
豊中 京冨,豊中駅 136m,和菓子,,3.06,4,36,-,～￥999,大阪府豊中市本町1-11-4
はる久,豊中駅 189m,居酒屋,,3.04,6,175,-,-,大阪府豊中市本町3-1-52
うえだ逸品料理,豊中市,居酒屋,,,1,8,-,-,大阪府豊中市熊野町4-23-5
サンチョパンサ 庄内店,庄内駅 96m,喫茶店、カフェ,,3.09,13,137,-,～￥999,大阪府豊中市庄内東町2-1-23
黒まんま×CRISPY CHICKEN n’ TOMATO,服部天神駅 314m,韓国料理、鳥料理,,3.02,3,27,"￥2,000～￥2,999","￥3,000～￥3,999",大阪府豊中市服部西町2-4-11
やよい亭,豊中市,ラーメン,,3.45,125,2683,～￥999,～￥999,大阪府豊中市北緑丘2-1-21-101
由喜,服部天神駅 310m,和菓子,,3.03,4,55,-,-,大阪府豊中市服部南町1-5-19
烈火 千里中央店,千里中央駅 271m,ラーメン,,3.44,127,879,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市新千里東町1-3 せんちゅうパル B1F
とんがらし,豊中市,居酒屋,,3.03,7,115,-,-,大阪府豊中市東豊中町5-12-1
浪花ろばた八角 千里中央店,千里中央駅 241m,居酒屋、食堂、うどん,,3.1,104,1039,～￥999,～￥999,大阪府豊中市新千里東町1-3 せんちゅうパル 1F
シフォンケーキのお店 ドルチェ,服部天神駅 387m,ケーキ、洋菓子,,3.08,8,135,-,-,大阪府豊中市服部西町2-7-6
けむり屋,庄内駅 153m,焼き鳥、鳥料理,,3,2,42,-,-,大阪府豊中市庄内東町2-2-13
串カツキッチンLala,牧落駅 878m,串揚げ、居酒屋,,,15,,-,-,大阪府豊中市春日町5-6-12
カフェ・ド・エジリオ,少路（大阪モノレール）駅 271m,洋食、カフェ,,3.03,3,88,-,-,大阪府豊中市緑丘1-27-10 オステリア・カポ・エジリオ
からあげ金と銀 豊中岡町駅前店,岡町駅 64m,からあげ,,3,1,19,-,-,大阪府豊中市中桜塚1-2-4
マクドナルド 内環豊中店,服部天神駅 905m,ハンバーガー,,3.03,14,66,～￥999,～￥999,大阪府豊中市服部寿町3-18-1
さぬき亭,三国駅 374m,うどん、カレーうどん、かつ丼,,3.1,19,123,-,～￥999,大阪府豊中市神州町1-15 ALGO7 1F
Uma Uma Cafe,服部天神駅 307m,ケーキ、カフェ、喫茶店,,3.06,5,274,～￥999,～￥999,大阪府豊中市服部西町2-4-9
やきとり大吉 東豊中六丁目店,豊中市,焼き鳥,,3,1,21,-,-,大阪府豊中市東豊中町6-15-45
ブーランジェリトラム,豊中市,パン,,3.15,28,653,～￥999,-,大阪府豊中市長興寺南4-2-1 1F
ニュー リトルインディア,豊中駅 201m,インド料理、ネパール料理、インドカレー,,3.2,45,684,"￥1,000～￥1,999",～￥999,大阪府豊中市本町1-13-34 103
太陽のしずく 豊中本店,豊中駅 679m,弁当,,,8,,-,-,大阪府豊中市本町7-7-14
ル・クロワッサン 庄内店,庄内駅 49m,パン、サンドイッチ,,3.08,27,254,～￥999,～￥999,大阪府豊中市庄内西町2-22-8
エル・シャンティ,豊中駅 570m,カフェ、オーガニック、薬膳,,3.04,6,386,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市本町7-4-26
たぬきや 庄内,庄内駅 80m,居酒屋、焼き鳥、日本酒バー,,3.06,10,297,"￥3,000～￥3,999",-,大阪府豊中市庄内西町2-22-34
